,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
0,https://twitter.com/askforellen/status/1520478089083555841,2022-04-30 19:00:00+00:00,"@mjc0ughl4n The quality of food/availability of organic, high welfare meat. The people, the greenery, the sheer soundness of the majority of the population. The mischief, the craic, the g’wan I will so. Ireland is great. It’s a pity barely anyone can afford to live well here","@mjc0ughl4n The quality of food/availability of organic, high welfare meat. The people, the greenery, the sheer soundness of the majority of the population. The mischief, the craic, the g’wan I will so. Ireland is great. It’s a pity barely anyone can afford to live well here",1520478089083555841,"{'username': 'askforellen', 'id': 588429962, 'displayname': 'Ellen Cooke', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 5, 23, 17, 4, 49, tzinfo=datetime.timezone.utc), 'followersCount': 60, 'friendsCount': 273, 'statusesCount': 152, 'favouritesCount': 8510, 'listedCount': 0, 'mediaCount': 9, 'location': 'Dublin City, Ireland', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1055914833856679936/IxyjdccU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/588429962/1351684471', 'label': None}",0,0,0,0,1520113214830305281,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5201132148303053e+18,"{'username': 'mjc0ughl4n', 'id': 922958814260924416, 'displayname': 'Mark Coughlan', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'mjc0ughl4n', 'id': 922958814260924416, 'displayname': 'Mark Coughlan', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
1,https://twitter.com/Firmordana/status/1520333294319063041,2022-04-30 09:24:38+00:00,"@codohertynews More and more land being given over to energy production. The largest farm in Ireland, which was producing organic milk is now growing crops for anaerobic digesters. No wonder food prices are increasing.","@codohertynews More and more land being given over to energy production. The largest farm in Ireland, which was producing organic milk is now growing crops for anaerobic digesters. No wonder food prices are increasing.",1520333294319063041,"{'username': 'Firmordana', 'id': 2257738790, 'displayname': 'Apprentice trader', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 12, 22, 13, 46, 44, tzinfo=datetime.timezone.utc), 'followersCount': 42, 'friendsCount': 293, 'statusesCount': 112, 'favouritesCount': 2692, 'listedCount': 2, 'mediaCount': 1, 'location': 'Ireland', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",0,0,1,0,1520008497840197634,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.5200084978401976e+18,"{'username': 'codohertynews', 'id': 183428684, 'displayname': ""Caroline O'Doherty"", 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'codohertynews', 'id': 183428684, 'displayname': ""Caroline O'Doherty"", 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
2,https://twitter.com/flavourIE/status/1519377818978762754,2022-04-27 18:07:55+00:00,"I hope you’ve enjoyed this series, that it has provoked some food for thought on the future of Ireland's food economy &amp; capacity for producing our own fruits and vegetables. We’ve questioned why only 1% of Irish crops grown are organic &amp; what that means for environment &amp; climate.","I hope you’ve enjoyed this series, that it has provoked some food for thought on the future of Ireland's food economy &amp; capacity for producing our own fruits and vegetables. We’ve questioned why only 1% of Irish crops grown are organic &amp; what that means for environment &amp; climate.",1519377818978762754,"{'username': 'flavourIE', 'id': 2575120030, 'displayname': 'Kate Ryan - Flavour.ie', 'description': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'rawDescription': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 1, 10, 34, 39, tzinfo=datetime.timezone.utc), 'followersCount': 3012, 'friendsCount': 2670, 'statusesCount': 10972, 'favouritesCount': 17738, 'listedCount': 39, 'mediaCount': 1239, 'location': 'West Cork, Ireland', 'protected': False, 'linkUrl': 'http://www.flavour.ie/', 'linkTcourl': 'https://t.co/DFOp20GReX', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1191329105599438849/5djzu8x6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2575120030/1572869969', 'label': None}",1,0,1,0,1519377410843684864,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5193775361862083e+18,"{'username': 'flavourIE', 'id': 2575120030, 'displayname': 'Kate Ryan - Flavour.ie', 'description': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'rawDescription': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 1, 10, 34, 39, tzinfo=datetime.timezone.utc), 'followersCount': 3012, 'friendsCount': 2670, 'statusesCount': 10972, 'favouritesCount': 17738, 'listedCount': 39, 'mediaCount': 1239, 'location': 'West Cork, Ireland', 'protected': False, 'linkUrl': 'http://www.flavour.ie/', 'linkTcourl': 'https://t.co/DFOp20GReX', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1191329105599438849/5djzu8x6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2575120030/1572869969', 'label': None}",,"{'longitude': -10.2254601, 'latitude': 51.4192154}","{'fullName': 'Cork, Ireland', 'name': 'Cork', 'type': 'city', 'country': 'Ireland', 'countryCode': 'IE'}",,
3,https://twitter.com/flavourIE/status/1519377410843684864,2022-04-27 18:06:18+00:00,"CONSIDER THE SEED
https://t.co/skc2vwEKUO
As my Growing for Gold series on Irish horticulture draws to a close, I go back to the source of all food, the humble seed, talk to @MadsMcKeever Ireland's only fully organic seed producer &amp; @eoinlettice School of BEES and ask… 🧵","CONSIDER THE SEED
echolive.ie/corklives/arid…
As my Growing for Gold series on Irish horticulture draws to a close, I go back to the source of all food, the humble seed, talk to @MadsMcKeever Ireland's only fully organic seed producer &amp; @eoinlettice School of BEES and ask… 🧵",1519377410843684864,"{'username': 'flavourIE', 'id': 2575120030, 'displayname': 'Kate Ryan - Flavour.ie', 'description': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'rawDescription': 'Food Writer ✍️  @echolivecork @irishexaminer @vittleslondon + more |Secretary @foodguild | Graduate @Irishfoodcultur | Talk to me about #food', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 1, 10, 34, 39, tzinfo=datetime.timezone.utc), 'followersCount': 3012, 'friendsCount': 2670, 'statusesCount': 10972, 'favouritesCount': 17738, 'listedCount': 39, 'mediaCount': 1239, 'location': 'West Cork, Ireland', 'protected': False, 'linkUrl': 'http://www.flavour.ie/', 'linkTcourl': 'https://t.co/DFOp20GReX', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1191329105599438849/5djzu8x6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2575120030/1572869969', 'label': None}",1,3,6,1,1519377410843684864,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.echolive.ie/corklives/arid-40859765.html'],['https://t.co/skc2vwEKUO'],,,,,,"[{'username': 'MadsMcKeever', 'id': 160019403, 'displayname': 'Brown Envelope Seeds', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'eoinlettice', 'id': 133659160, 'displayname': 'Dr Eoin Lettice 🇺🇦 #standwithUkraine', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]","{'longitude': -10.2254601, 'latitude': 51.4192154}","{'fullName': 'Cork, Ireland', 'name': 'Cork', 'type': 'city', 'country': 'Ireland', 'countryCode': 'IE'}",,
4,https://twitter.com/NeighbourFoodIE/status/1518470299162972166,2022-04-25 06:01:45+00:00,Organic Fitness with fitness trainer and organic grower Colman Power https://t.co/trgGprfB1H #nfpod #neighbourfoodpodcast #artisan #food #local #ireland #produce #farmer,Organic Fitness with fitness trainer and organic grower Colman Power shows.acast.com/the-neighbourf… #nfpod #neighbourfoodpodcast #artisan #food #local #ireland #produce #farmer,1518470299162972166,"{'username': 'NeighbourFoodIE', 'id': 972451942415982594, 'displayname': 'NeighbourFood', 'description': 'Your Local Food Network.', 'rawDescription': 'Your Local Food Network.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 3, 10, 12, 39, 45, tzinfo=datetime.timezone.utc), 'followersCount': 2593, 'friendsCount': 94, 'statusesCount': 355, 'favouritesCount': 205, 'listedCount': 13, 'mediaCount': 7, 'location': 'Ireland and the UK', 'protected': False, 'linkUrl': 'https://www.neighbourfood.ie', 'linkTcourl': 'https://t.co/G3nGZ3yRDq', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1047848064801800192/uQ5ySJnC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/972451942415982594/1584381529', 'label': None}",0,0,0,0,1518470299162972166,en,"<a href=""https://acast.com"" rel=""nofollow"">Acast Podcasts</a>",https://acast.com,Acast Podcasts,['https://shows.acast.com/the-neighbourfood-podcast/episodes/colmanpower'],['https://t.co/trgGprfB1H'],,,,,,,,,"['nfpod', 'neighbourfoodpodcast', 'artisan', 'food', 'local', 'ireland', 'produce', 'farmer']",
5,https://twitter.com/nickykylegarden/status/1518273113628327936,2022-04-24 16:58:13+00:00,Delicious #vegetable art - almost too beautiful to eat! Who needs to buy imported produce - when we can grow nutritious #organic #food like this in #Ireland? https://t.co/VrUdyAwieb,Delicious #vegetable art - almost too beautiful to eat! Who needs to buy imported produce - when we can grow nutritious #organic #food like this in #Ireland? twitter.com/lindylouhill/s…,1518273113628327936,"{'username': 'nickykylegarden', 'id': 2903598591, 'displayname': 'Nicky Kyle Gardening', 'description': '#Organic farming #realfood #kefir advocate 40+yrs. #Ethical omnivore Broadcaster #LCHF Co-founder @organictrust #HealthySoil=HealthyPeople/#biodiversity. No DMs', 'rawDescription': '#Organic farming #realfood #kefir advocate 40+yrs. #Ethical omnivore Broadcaster #LCHF Co-founder @organictrust #HealthySoil=HealthyPeople/#biodiversity. No DMs', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 12, 3, 11, 24, 47, tzinfo=datetime.timezone.utc), 'followersCount': 13311, 'friendsCount': 6541, 'statusesCount': 61384, 'favouritesCount': 67977, 'listedCount': 497, 'mediaCount': 6148, 'location': 'Co. Dublin Ireland. No DMs pls', 'protected': False, 'linkUrl': 'http://www.nickykylegardening.com', 'linkTcourl': 'http://t.co/MFD6OOSvt3', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/540104913515061248/ZAJB47UC_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2903598591/1418056207', 'label': None}",0,3,17,0,1518273113628327936,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://twitter.com/lindylouhill/status/1518237331723018240'],['https://t.co/VrUdyAwieb'],,,"{'url': 'https://twitter.com/lindylouhill/status/1518237331723018240', 'date': datetime.datetime(2022, 4, 24, 14, 36, 2, tzinfo=datetime.timezone.utc), 'content': 'Just harvested this beauty. A little over 1 kilo. We’ll start to eat it this evening! 😃 https://t.co/UcBe65U2OS', 'renderedContent': 'Just harvested this beauty. A little over 1 kilo. We’ll start to eat it this evening! 😃 https://t.co/UcBe65U2OS', 'id': 1518237331723018240, 'user': {'username': 'lindylouhill', 'id': 93065354, 'displayname': 'Artygardener 🌱', 'description': 'West Cork. Learning about growing plants and vegetables with wind, salt and slugs. Dabbling in arty things.', 'rawDescription': 'West Cork. Learning about growing plants and vegetables with wind, salt and slugs. Dabbling in arty things.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 11, 27, 22, 50, 22, tzinfo=datetime.timezone.utc), 'followersCount': 913, 'friendsCount': 650, 'statusesCount': 8037, 'favouritesCount': 19264, 'listedCount': 9, 'mediaCount': 1730, 'location': 'West Cork ', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1291693230510268419/slKitSix_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/93065354/1596799054', 'label': None}, 'replyCount': 3, 'retweetCount': 3, 'likeCount': 20, 'quoteCount': 1, 'conversationId': 1518237331723018240, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'outlinks': None, 'tcooutlinks': None, 'media': [{'previewUrl': 'https://pbs.twimg.com/media/FRHcxwPXoAApFsK?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FRHcxwPXoAApFsK?format=jpg&name=large'}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None}",,,,,,"['vegetable', 'organic', 'food', 'Ireland']",
6,https://twitter.com/EddieDuffy/status/1517497779718873089,2022-04-22 13:37:19+00:00,"Ireland’s #tradesurplus widened to €7.1bn in Feb. Exports jumped by 28% to €15.8bn, driven by higher sales of medical equipment (29%), organic chemicals (39%), and food and live animals (21%). Exports to GB rose by 21%, while those to other EU countries jumped by 36%. https://t.co/ztHyPtdVib","Ireland’s #tradesurplus widened to €7.1bn in Feb. Exports jumped by 28% to €15.8bn, driven by higher sales of medical equipment (29%), organic chemicals (39%), and food and live animals (21%). Exports to GB rose by 21%, while those to other EU countries jumped by 36%. https://t.co/ztHyPtdVib",1517497779718873089,"{'username': 'EddieDuffy', 'id': 95603371, 'displayname': 'Eddie Duffy', 'description': ""Economics teacher at St. Patrick's College, Cavan."", 'rawDescription': ""Economics teacher at St. Patrick's College, Cavan."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 12, 9, 8, 25, 45, tzinfo=datetime.timezone.utc), 'followersCount': 481, 'friendsCount': 300, 'statusesCount': 7249, 'favouritesCount': 60, 'listedCount': 5, 'mediaCount': 874, 'location': ""St. Patrick's College, Cavan."", 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/786867695450980352/lSaAeaE2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/95603371/1593187815', 'label': None}",3,0,6,0,1517497779718873089,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'previewUrl': 'https://pbs.twimg.com/media/FQ88MEGXoAAJgKT?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FQ88MEGXoAAJgKT?format=jpg&name=large'}]",,,,,,,,['tradesurplus'],
7,https://twitter.com/drumanilra/status/1514529067973984258,2022-04-14 09:00:43+00:00,"We have 4 aims at Drumanilra aka the 4 “R”s. The first? Take back control of our own organic farm’s route to market by building a commercially successful and environmentally sustainable “food direct from the farm” business model.

#organic #organicfarming #farm #farming #ireland https://t.co/ObPGlo7V06","We have 4 aims at Drumanilra aka the 4 “R”s. The first? Take back control of our own organic farm’s route to market by building a commercially successful and environmentally sustainable “food direct from the farm” business model.

#organic #organicfarming #farm #farming #ireland https://t.co/ObPGlo7V06",1514529067973984258,"{'username': 'drumanilra', 'id': 2817026566, 'displayname': 'Drumanilra Farm', 'description': 'Family run organic farm on shores of Lough Key. Dexter cattle, outdoor pigs. Try our food at our Farm Kitchen in Boyle.Tweets:Justina & Liam Gavin', 'rawDescription': 'Family run organic farm on shores of Lough Key. Dexter cattle, outdoor pigs. Try our food at our Farm Kitchen in Boyle.Tweets:Justina & Liam Gavin', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 10, 8, 21, 33, 42, tzinfo=datetime.timezone.utc), 'followersCount': 1713, 'friendsCount': 1742, 'statusesCount': 2215, 'favouritesCount': 2110, 'listedCount': 29, 'mediaCount': 388, 'location': 'Boyle, Co Roscommon, Ireland', 'protected': False, 'linkUrl': 'http://www.drumanilra.ie', 'linkTcourl': 'https://t.co/3R4w2ADxOZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/519969357716525056/_Nt7iK8__normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2817026566/1443044966', 'label': None}",0,6,17,0,1514529067973984258,en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",https://www.hootsuite.com,Hootsuite Inc.,,,"[{'previewUrl': 'https://pbs.twimg.com/media/FQSwKRdXIAkbiDM?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FQSwKRdXIAkbiDM?format=jpg&name=large'}]",,,,,,,,"['organic', 'organicfarming', 'farm', 'farming', 'ireland']",
8,https://twitter.com/john003/status/1513937521549484038,2022-04-12 17:50:07+00:00,@DavQuinn Idea is organic food is for wealthy countries like Ireland and food grown with artificial fertilizer made  using natural gas is for poor countries....The planet could not feed 7.8 billion people without artificial fertilizer...,@DavQuinn Idea is organic food is for wealthy countries like Ireland and food grown with artificial fertilizer made  using natural gas is for poor countries....The planet could not feed 7.8 billion people without artificial fertilizer...,1513937521549484038,"{'username': 'john003', 'id': 33682290, 'displayname': 'John003', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 20, 22, 2, 10, tzinfo=datetime.timezone.utc), 'followersCount': 321, 'friendsCount': 1225, 'statusesCount': 29052, 'favouritesCount': 26353, 'listedCount': 3, 'mediaCount': 11192, 'location': 'Dublin City, Ireland', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2883334366/a54b1abd5dda8656821646e4357300b6_normal.png', 'profileBannerUrl': None, 'label': None}",0,0,1,0,1513908551890128903,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.513908551890129e+18,"{'username': 'DavQuinn', 'id': 127040659, 'displayname': 'David Quinn', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'DavQuinn', 'id': 127040659, 'displayname': 'David Quinn', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
9,https://twitter.com/JulietbPhillips/status/1513512028551397383,2022-04-11 13:39:21+00:00,@CiaraMcDonnell3 Irelands 1st drive through slow food restaurant @drumanilra #honestly #sustainablefood. Literally from #farmtofork #organic,@CiaraMcDonnell3 Irelands 1st drive through slow food restaurant @drumanilra #honestly #sustainablefood. Literally from #farmtofork #organic,1513512028551397383,"{'username': 'JulietbPhillips', 'id': 880311924608704512, 'displayname': 'JulieTBrady', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 6, 29, 6, 28, 13, tzinfo=datetime.timezone.utc), 'followersCount': 212, 'friendsCount': 1748, 'statusesCount': 1172, 'favouritesCount': 12015, 'listedCount': 0, 'mediaCount': 108, 'location': 'Dublin City, Ireland', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1198728873992699904/ZcvEdlsC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/880311924608704512/1648911284', 'label': None}",0,0,1,0,1513487792202002437,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.5134877922020024e+18,"{'username': 'CiaraMcDonnell3', 'id': 377401728, 'displayname': 'Ciara McDonnell', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'CiaraMcDonnell3', 'id': 377401728, 'displayname': 'Ciara McDonnell', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'drumanilra', 'id': 2817026566, 'displayname': 'Drumanilra Farm', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['honestly', 'sustainablefood', 'farmtofork', 'organic']",
